#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ARID1B	KRAS	9606.ENSP00000490491	9606.ENSP00000256078	0	0	0	0	0.049	0.148	0	0.506	0.565
ARID1B	KMT2C	9606.ENSP00000490491	9606.ENSP00000262189	0	0	0	0	0.335	0	0	0.650	0.757
ARID1B	CREBBP	9606.ENSP00000490491	9606.ENSP00000262367	0	0	0	0	0.201	0.094	0	0.473	0.585
ARID1B	EP300	9606.ENSP00000490491	9606.ENSP00000263253	0	0	0	0	0.321	0.094	0	0.403	0.600
ARID1B	PIK3CA	9606.ENSP00000490491	9606.ENSP00000263967	0	0	0	0	0.087	0	0	0.507	0.530
ARID1B	DNMT3A	9606.ENSP00000490491	9606.ENSP00000264709	0	0	0	0	0.099	0	0.500	0.348	0.680
ARID1B	RB1	9606.ENSP00000490491	9606.ENSP00000267163	0	0	0	0	0.049	0	0.720	0.079	0.733
ARID1B	NCOR1	9606.ENSP00000490491	9606.ENSP00000268712	0	0	0	0	0.266	0	0	0.371	0.518
ARID1B	TP53	9606.ENSP00000490491	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.530	0.534
ARID1B	ATM	9606.ENSP00000490491	9606.ENSP00000278616	0	0	0	0	0.213	0	0	0.371	0.483
ARID1B	RUNX1	9606.ENSP00000490491	9606.ENSP00000300305	0	0	0	0	0.049	0.071	0.500	0.256	0.627
ARID1B	KMT2D	9606.ENSP00000490491	9606.ENSP00000301067	0	0	0	0	0.161	0	0	0.545	0.602
ARID1B	NF1	9606.ENSP00000490491	9606.ENSP00000351015	0	0	0	0	0.210	0	0	0.475	0.567
ARID1B	PTEN	9606.ENSP00000490491	9606.ENSP00000361021	0	0	0	0	0.089	0.073	0	0.466	0.510
ARID1B	KDM6A	9606.ENSP00000490491	9606.ENSP00000367203	0	0	0	0	0.062	0	0	0.447	0.459
ARID1B	BRCA2	9606.ENSP00000490491	9606.ENSP00000369497	0	0	0	0	0	0	0	0.416	0.416
ARID1B	SMARCD1	9606.ENSP00000490491	9606.ENSP00000378414	0	0	0	0	0.049	0.935	0.900	0.788	0.998
ARID1B	TBL1XR1	9606.ENSP00000490491	9606.ENSP00000405574	0	0	0	0	0.178	0.070	0	0.287	0.408
ARID1B	CBFB	9606.ENSP00000490491	9606.ENSP00000415151	0	0	0	0	0.049	0	0.500	0	0.504
ARID1B	CDKN2A	9606.ENSP00000490491	9606.ENSP00000418915	0	0	0	0	0.042	0	0	0.447	0.447
ARID1B	BRAF	9606.ENSP00000490491	9606.ENSP00000419060	0	0	0	0	0.049	0.056	0	0.419	0.432
ARID1B	CTCF	9606.ENSP00000490491	9606.ENSP00000494538	0	0	0	0	0.055	0.060	0	0.466	0.484
ASXL1	KRAS	9606.ENSP00000364839	9606.ENSP00000256078	0	0	0	0	0.066	0.078	0	0.670	0.691
ASXL1	KMT2C	9606.ENSP00000364839	9606.ENSP00000262189	0	0	0	0	0.092	0.310	0	0.451	0.626
ASXL1	CREBBP	9606.ENSP00000364839	9606.ENSP00000262367	0	0	0	0	0.135	0.065	0	0.416	0.487
ASXL1	EP300	9606.ENSP00000364839	9606.ENSP00000263253	0	0	0	0	0.122	0.065	0	0.332	0.404
ASXL1	MECOM	9606.ENSP00000364839	9606.ENSP00000264674	0	0	0	0	0	0.095	0	0.442	0.473
ASXL1	DNMT3A	9606.ENSP00000364839	9606.ENSP00000264709	0	0	0	0	0.042	0.091	0	0.936	0.939
ASXL1	TP53	9606.ENSP00000364839	9606.ENSP00000269305	0	0	0	0	0	0.045	0	0.720	0.721
ASXL1	ATM	9606.ENSP00000364839	9606.ENSP00000278616	0	0	0	0	0.049	0.071	0	0.403	0.427
ASXL1	RUNX1	9606.ENSP00000364839	9606.ENSP00000300305	0	0	0	0	0.049	0	0	0.874	0.875
ASXL1	KMT2D	9606.ENSP00000364839	9606.ENSP00000301067	0	0	0	0	0.116	0.066	0	0.439	0.497
ASXL1	PPM1D	9606.ENSP00000364839	9606.ENSP00000306682	0	0	0	0	0.049	0.113	0	0.587	0.621
ASXL1	SF3B1	9606.ENSP00000364839	9606.ENSP00000335321	0	0	0	0	0.049	0	0	0.469	0.473
ASXL1	NF1	9606.ENSP00000364839	9606.ENSP00000351015	0	0	0	0	0.074	0.047	0	0.590	0.607
ASXL1	CUX1	9606.ENSP00000364839	9606.ENSP00000353401	0	0	0	0	0.049	0.045	0	0.507	0.513
ASXL1	GNAS	9606.ENSP00000364839	9606.ENSP00000360141	0	0	0	0	0.056	0	0	0.508	0.516
ASXL1	FBXW7	9606.ENSP00000364839	9606.ENSP00000474725	0	0	0	0	0.049	0.069	0	0.379	0.402
ASXL1	HRAS	9606.ENSP00000364839	9606.ENSP00000407586	0	0	0	0	0.059	0.078	0	0.400	0.434
ASXL1	NOTCH1	9606.ENSP00000364839	9606.ENSP00000498587	0	0	0	0	0.062	0	0	0.447	0.459
ASXL1	JAK1	9606.ENSP00000364839	9606.ENSP00000499900	0	0	0	0	0.060	0.098	0	0.418	0.463
ASXL1	CDKN2A	9606.ENSP00000364839	9606.ENSP00000418915	0	0	0	0	0.064	0.098	0	0.417	0.465
ASXL1	MYH11	9606.ENSP00000364839	9606.ENSP00000379616	0	0	0	0	0	0.082	0	0.461	0.484
ASXL1	BRCA2	9606.ENSP00000364839	9606.ENSP00000369497	0	0	0	0	0.047	0.292	0	0.306	0.490
ASXL1	BRAF	9606.ENSP00000364839	9606.ENSP00000419060	0	0	0	0	0.060	0.098	0	0.476	0.516
ASXL1	BRCA1	9606.ENSP00000364839	9606.ENSP00000418960	0	0	0	0	0.053	0	0	0.578	0.584
ASXL1	KDM6A	9606.ENSP00000364839	9606.ENSP00000367203	0	0	0	0	0.060	0.380	0	0.729	0.828
ASXL1	JAK2	9606.ENSP00000364839	9606.ENSP00000371067	0	0	0	0	0.049	0.098	0	0.873	0.881
ASXL1	BAP1	9606.ENSP00000364839	9606.ENSP00000417132	0	0	0	0	0.083	0.922	0.900	0.990	0.999
ATM	CDKN1B	9606.ENSP00000278616	9606.ENSP00000228872	0	0	0	0	0.070	0	0	0.704	0.713
ATM	KRAS	9606.ENSP00000278616	9606.ENSP00000256078	0	0	0	0	0.063	0.071	0	0.702	0.718
ATM	NOTCH2	9606.ENSP00000278616	9606.ENSP00000256646	0	0	0	0	0.090	0.071	0	0.379	0.430
ATM	CDH1	9606.ENSP00000278616	9606.ENSP00000261769	0	0	0	0	0	0	0	0.478	0.478
ATM	KMT2C	9606.ENSP00000278616	9606.ENSP00000262189	0	0	0	0	0.109	0	0	0.544	0.576
ATM	CREBBP	9606.ENSP00000278616	9606.ENSP00000262367	0	0	0	0	0.060	0	0	0.487	0.497
ATM	EP300	9606.ENSP00000278616	9606.ENSP00000263253	0	0	0	0	0.074	0	0	0.900	0.904
ATM	KDR	9606.ENSP00000278616	9606.ENSP00000263923	0	0	0	0	0.059	0	0	0.447	0.457
ATM	PIK3CA	9606.ENSP00000278616	9606.ENSP00000263967	0	0	0	0.548	0.109	0	0	0.404	0.446
ATM	DNMT3A	9606.ENSP00000278616	9606.ENSP00000264709	0	0	0	0	0.047	0	0	0.475	0.478
ATM	ERBB3	9606.ENSP00000278616	9606.ENSP00000267101	0	0	0	0	0	0	0	0.467	0.467
ATM	RB1	9606.ENSP00000278616	9606.ENSP00000267163	0	0	0	0	0.049	0	0	0.445	0.449
ATM	NCOR1	9606.ENSP00000278616	9606.ENSP00000268712	0	0	0	0	0.186	0	0	0.325	0.427
ATM	TP53	9606.ENSP00000278616	9606.ENSP00000269305	0	0	0	0	0.103	0.928	0.900	0.975	0.999
ATM	ERBB2	9606.ENSP00000278616	9606.ENSP00000269571	0	0	0	0	0	0	0	0.748	0.748
ATM	EGFR	9606.ENSP00000278616	9606.ENSP00000275493	0	0	0	0	0.042	0	0	0.681	0.681
ATM	MTOR	9606.ENSP00000278616	9606.ENSP00000354558	0	0	0	0.551	0.135	0	0	0.343	0.408
ATM	FAT1	9606.ENSP00000278616	9606.ENSP00000406229	0	0	0	0	0.067	0	0	0.392	0.409
ATM	CSF1R	9606.ENSP00000278616	9606.ENSP00000286301	0	0	0	0	0.054	0	0	0.404	0.412
ATM	LRP1B	9606.ENSP00000278616	9606.ENSP00000374135	0	0	0	0	0	0	0	0.419	0.418
ATM	FAT4	9606.ENSP00000278616	9606.ENSP00000377862	0	0	0.208	0	0	0	0	0.300	0.422
ATM	ZMYM3	9606.ENSP00000278616	9606.ENSP00000322845	0	0	0	0	0.067	0.071	0	0.390	0.426
ATM	MAP2K4	9606.ENSP00000278616	9606.ENSP00000410402	0	0	0	0	0.094	0	0	0.394	0.428
ATM	GATA3	9606.ENSP00000278616	9606.ENSP00000368632	0	0	0	0	0.098	0.065	0	0.389	0.440
ATM	JAK1	9606.ENSP00000278616	9606.ENSP00000499900	0	0	0	0	0.144	0	0	0.389	0.455
ATM	RUNX1	9606.ENSP00000278616	9606.ENSP00000300305	0	0	0	0	0	0	0	0.487	0.487
ATM	MAP3K1	9606.ENSP00000278616	9606.ENSP00000382423	0	0	0	0	0.121	0.062	0	0.440	0.499
ATM	KMT2D	9606.ENSP00000278616	9606.ENSP00000301067	0	0	0	0	0.049	0	0	0.507	0.511
ATM	ERBB4	9606.ENSP00000278616	9606.ENSP00000342235	0	0	0	0	0	0	0	0.526	0.526
ATM	BIRC6	9606.ENSP00000278616	9606.ENSP00000393596	0	0	0	0	0.383	0	0	0.270	0.531
ATM	JAK2	9606.ENSP00000278616	9606.ENSP00000371067	0	0	0	0	0.091	0	0	0.521	0.546
ATM	GNAS	9606.ENSP00000278616	9606.ENSP00000360141	0	0	0	0	0.042	0	0	0.571	0.571
ATM	ZFHX3	9606.ENSP00000278616	9606.ENSP00000493252	0	0	0	0	0.042	0	0	0.579	0.579
ATM	HRAS	9606.ENSP00000278616	9606.ENSP00000407586	0	0	0	0	0.056	0.071	0	0.580	0.600
ATM	ESR1	9606.ENSP00000278616	9606.ENSP00000405330	0	0	0	0	0.055	0	0	0.595	0.601
ATM	PIK3R1	9606.ENSP00000278616	9606.ENSP00000428056	0	0	0	0	0.062	0	0	0.601	0.609
ATM	BAP1	9606.ENSP00000278616	9606.ENSP00000417132	0	0	0	0	0	0	0.500	0.269	0.618
ATM	SMAD4	9606.ENSP00000278616	9606.ENSP00000341551	0	0	0	0	0.078	0	0	0.640	0.654
ATM	MEN1	9606.ENSP00000278616	9606.ENSP00000337088	0	0	0	0	0.064	0	0	0.658	0.667
ATM	FGFR2	9606.ENSP00000278616	9606.ENSP00000410294	0	0	0	0	0.052	0	0	0.702	0.705
ATM	KDM6A	9606.ENSP00000278616	9606.ENSP00000367203	0	0	0	0	0.081	0.241	0	0.620	0.712
ATM	NOTCH1	9606.ENSP00000278616	9606.ENSP00000498587	0	0	0	0	0.042	0.314	0	0.612	0.723
ATM	NF1	9606.ENSP00000278616	9606.ENSP00000351015	0	0	0	0	0.158	0	0	0.694	0.732
ATM	FBXW7	9606.ENSP00000278616	9606.ENSP00000474725	0	0	0	0	0.060	0	0	0.752	0.756
ATM	BRAF	9606.ENSP00000278616	9606.ENSP00000419060	0	0	0	0	0	0	0	0.778	0.778
ATM	HSP90AA1	9606.ENSP00000278616	9606.ENSP00000335153	0	0	0	0	0.042	0	0	0.785	0.785
ATM	CDKN2A	9606.ENSP00000278616	9606.ENSP00000418915	0	0	0	0	0.042	0.053	0	0.845	0.847
ATM	PTEN	9606.ENSP00000278616	9606.ENSP00000361021	0	0	0	0	0.087	0	0	0.892	0.897
ATM	PPM1D	9606.ENSP00000278616	9606.ENSP00000306682	0	0	0	0	0	0	0	0.924	0.924
ATM	POLD1	9606.ENSP00000278616	9606.ENSP00000472445	0	0	0	0	0.057	0	0.900	0.613	0.960
ATM	CASP8	9606.ENSP00000278616	9606.ENSP00000351273	0	0	0	0	0.197	0	0.900	0.560	0.961
ATM	BRCA2	9606.ENSP00000278616	9606.ENSP00000369497	0	0	0	0	0.048	0.313	0.800	0.971	0.995
ATM	BRCA1	9606.ENSP00000278616	9606.ENSP00000418960	0	0	0	0	0.042	0.847	0.900	0.999	0.999
ATM	CHEK2	9606.ENSP00000278616	9606.ENSP00000372023	0	0	0	0	0.044	0.836	0.500	0.999	0.999
ATP1A1	KRAS	9606.ENSP00000445306	9606.ENSP00000256078	0	0	0	0	0.070	0.457	0	0.094	0.503
ATP1A1	ATP2B3	9606.ENSP00000445306	9606.ENSP00000263519	0	0	0.211	0.648	0.057	0.057	0	0.326	0.463
ATP1A1	CACNA1D	9606.ENSP00000445306	9606.ENSP00000288139	0	0	0	0	0	0.094	0	0.740	0.754
ATP1A1	HRAS	9606.ENSP00000445306	9606.ENSP00000407586	0	0	0	0	0.068	0.438	0	0.072	0.472
ATP2B3	CACNA1D	9606.ENSP00000263519	9606.ENSP00000288139	0	0	0	0	0.103	0.091	0	0.807	0.829
BAP1	KMT2C	9606.ENSP00000417132	9606.ENSP00000262189	0	0	0	0	0	0.292	0	0.271	0.462
BAP1	PIK3CA	9606.ENSP00000417132	9606.ENSP00000263967	0	0	0	0	0	0	0	0.506	0.506
BAP1	TP53	9606.ENSP00000417132	9606.ENSP00000269305	0	0	0	0	0.042	0.292	0	0.471	0.609
BAP1	SF3B1	9606.ENSP00000417132	9606.ENSP00000335321	0	0	0	0	0	0	0	0.553	0.553
BAP1	PTEN	9606.ENSP00000417132	9606.ENSP00000361021	0	0	0	0	0	0.606	0	0.370	0.741
BAP1	KDM6A	9606.ENSP00000417132	9606.ENSP00000367203	0	0	0	0	0.051	0.292	0	0.302	0.490
BAP1	BRCA2	9606.ENSP00000417132	9606.ENSP00000369497	0	0	0	0	0	0	0	0.501	0.501
BAP1	CHEK2	9606.ENSP00000417132	9606.ENSP00000372023	0	0	0	0	0	0.292	0	0.194	0.405
BAP1	BRAF	9606.ENSP00000417132	9606.ENSP00000419060	0	0	0	0	0.067	0	0	0.576	0.587
BAP1	CDKN2A	9606.ENSP00000417132	9606.ENSP00000418915	0	0	0	0	0	0.313	0	0.541	0.671
BAP1	BRCA1	9606.ENSP00000417132	9606.ENSP00000418960	0	0	0	0	0	0.292	0.500	0.987	0.995
BIRC6	KMT2C	9606.ENSP00000393596	9606.ENSP00000262189	0	0	0	0	0.281	0.091	0	0.173	0.413
BIRC6	EP300	9606.ENSP00000393596	9606.ENSP00000263253	0	0	0	0	0.307	0.133	0	0.106	0.417
BIRC6	TP53	9606.ENSP00000393596	9606.ENSP00000269305	0	0	0	0	0.055	0.306	0	0.356	0.540
BIRC6	NF1	9606.ENSP00000393596	9606.ENSP00000351015	0	0	0	0	0.279	0.258	0	0.156	0.509
BIRC6	CASP8	9606.ENSP00000393596	9606.ENSP00000351273	0	0	0	0	0.074	0.401	0	0.361	0.615
BIRC6	CUX1	9606.ENSP00000393596	9606.ENSP00000353401	0	0	0	0	0.054	0.070	0	0.410	0.435
BIRC6	KDM6A	9606.ENSP00000393596	9606.ENSP00000367203	0	0	0	0	0.169	0.507	0	0.196	0.642
BIRC6	UBR5	9606.ENSP00000393596	9606.ENSP00000429084	0	0	0	0	0.308	0	0	0.236	0.449
BIRC6	CLTC	9606.ENSP00000393596	9606.ENSP00000479606	0	0	0	0	0.155	0	0.400	0.123	0.516
BIRC6	PIK3R1	9606.ENSP00000393596	9606.ENSP00000428056	0	0	0	0	0.060	0	0.500	0.089	0.534
BRAF	CDKN1B	9606.ENSP00000419060	9606.ENSP00000228872	0	0	0	0	0.049	0.047	0	0.479	0.486
BRAF	FOXA1	9606.ENSP00000419060	9606.ENSP00000250448	0	0	0	0	0	0.052	0	0.560	0.565
BRAF	KRAS	9606.ENSP00000419060	9606.ENSP00000256078	0	0	0	0	0.081	0.870	0.900	0.973	0.999
BRAF	NOTCH2	9606.ENSP00000419060	9606.ENSP00000256646	0	0	0	0	0.074	0.098	0	0.437	0.489
BRAF	CDH1	9606.ENSP00000419060	9606.ENSP00000261769	0	0	0	0	0.044	0.067	0	0.585	0.598
BRAF	KMT2C	9606.ENSP00000419060	9606.ENSP00000262189	0	0	0	0	0.083	0.045	0	0.512	0.535
BRAF	CREBBP	9606.ENSP00000419060	9606.ENSP00000262367	0	0	0	0	0.062	0.047	0	0.449	0.465
BRAF	EP300	9606.ENSP00000419060	9606.ENSP00000263253	0	0	0	0	0.066	0.047	0	0.622	0.634
BRAF	PIK3CA	9606.ENSP00000419060	9606.ENSP00000263967	0	0	0	0	0.128	0.190	0	0.931	0.947
BRAF	DNMT3A	9606.ENSP00000419060	9606.ENSP00000264709	0	0	0	0	0.047	0.058	0	0.474	0.486
BRAF	ERBB3	9606.ENSP00000419060	9606.ENSP00000267101	0	0	0	0.568	0	0.102	0	0.376	0.416
BRAF	TP53	9606.ENSP00000419060	9606.ENSP00000269305	0	0	0	0	0.076	0	0	0.883	0.887
BRAF	ERBB2	9606.ENSP00000419060	9606.ENSP00000269571	0	0	0	0.569	0	0.102	0	0.447	0.482
BRAF	EGFR	9606.ENSP00000419060	9606.ENSP00000275493	0	0	0	0.571	0	0.255	0	0.486	0.601
BRAF	PREX2	9606.ENSP00000419060	9606.ENSP00000288368	0	0	0	0	0.056	0.106	0	0.374	0.426
BRAF	TSC1	9606.ENSP00000419060	9606.ENSP00000298552	0	0	0	0	0.049	0.270	0	0.316	0.484
BRAF	RUNX1	9606.ENSP00000419060	9606.ENSP00000300305	0	0	0	0	0	0	0	0.439	0.439
BRAF	KMT2D	9606.ENSP00000419060	9606.ENSP00000301067	0	0	0	0	0.056	0.045	0	0.510	0.520
BRAF	PPM1D	9606.ENSP00000419060	9606.ENSP00000306682	0	0	0	0	0.044	0.107	0	0.383	0.427
BRAF	HSP90AA1	9606.ENSP00000419060	9606.ENSP00000335153	0	0	0	0	0	0.784	0	0.933	0.984
BRAF	MEN1	9606.ENSP00000419060	9606.ENSP00000337088	0	0	0	0	0	0.078	0	0.399	0.423
BRAF	SMAD4	9606.ENSP00000419060	9606.ENSP00000341551	0	0	0	0	0.060	0.091	0	0.738	0.756
BRAF	ERBB4	9606.ENSP00000419060	9606.ENSP00000342235	0	0	0.117	0.579	0	0.102	0	0.356	0.445
BRAF	NF1	9606.ENSP00000419060	9606.ENSP00000351015	0	0	0	0	0.067	0.092	0	0.895	0.903
BRAF	CASP8	9606.ENSP00000419060	9606.ENSP00000351273	0	0	0	0	0	0.067	0	0.425	0.440
BRAF	MTOR	9606.ENSP00000419060	9606.ENSP00000354558	0	0	0	0	0.062	0.073	0	0.634	0.654
BRAF	GNAS	9606.ENSP00000419060	9606.ENSP00000360141	0	0	0	0	0	0.252	0	0.694	0.761
BRAF	PTEN	9606.ENSP00000419060	9606.ENSP00000361021	0	0	0	0	0.094	0.206	0	0.927	0.943
BRAF	KDM6A	9606.ENSP00000419060	9606.ENSP00000367203	0	0	0	0	0.105	0.106	0	0.430	0.504
BRAF	BRCA2	9606.ENSP00000419060	9606.ENSP00000369497	0	0	0	0	0.042	0.166	0	0.679	0.721
BRAF	JAK2	9606.ENSP00000419060	9606.ENSP00000371067	0	0	0	0.573	0.058	0.101	0.400	0.280	0.585
BRAF	LRP1B	9606.ENSP00000419060	9606.ENSP00000374135	0	0	0	0	0	0	0	0.451	0.451
BRAF	MAP3K1	9606.ENSP00000419060	9606.ENSP00000382423	0	0	0	0.571	0.049	0.524	0	0.222	0.618
BRAF	ETV1	9606.ENSP00000419060	9606.ENSP00000405327	0	0	0	0	0	0.066	0	0.400	0.415
BRAF	ESR1	9606.ENSP00000419060	9606.ENSP00000405330	0	0	0	0	0	0.071	0	0.738	0.746
BRAF	HRAS	9606.ENSP00000419060	9606.ENSP00000407586	0	0	0	0	0.074	0.921	0.900	0.952	0.999
BRAF	FGFR2	9606.ENSP00000419060	9606.ENSP00000410294	0	0	0	0.572	0.052	0.265	0	0.570	0.674
BRAF	MAP2K4	9606.ENSP00000419060	9606.ENSP00000410402	0	0	0	0.588	0.088	0.105	0	0.478	0.537
BRAF	CDKN2A	9606.ENSP00000419060	9606.ENSP00000418915	0	0	0	0	0	0.095	0	0.886	0.892
BRAF	BRCA1	9606.ENSP00000419060	9606.ENSP00000418960	0	0	0	0	0	0	0	0.678	0.678
BRAF	POLD1	9606.ENSP00000419060	9606.ENSP00000472445	0	0	0	0	0	0.066	0	0.420	0.435
BRAF	H3C2	9606.ENSP00000419060	9606.ENSP00000484841	0	0	0	0	0	0.095	0	0.479	0.509
BRAF	PIK3R1	9606.ENSP00000419060	9606.ENSP00000428056	0	0	0	0	0.049	0.093	0	0.574	0.600
BRAF	NOTCH1	9606.ENSP00000419060	9606.ENSP00000498587	0	0	0	0	0.101	0.098	0	0.624	0.668
BRAF	NTRK1	9606.ENSP00000419060	9606.ENSP00000431418	0	0	0	0.567	0.050	0.095	0.500	0.334	0.675
BRAF	FBXW7	9606.ENSP00000419060	9606.ENSP00000474725	0	0	0	0	0.067	0.328	0	0.705	0.799
BRCA1	CDKN1B	9606.ENSP00000418960	9606.ENSP00000228872	0	0	0	0	0	0	0	0.506	0.506
BRCA1	FOXA1	9606.ENSP00000418960	9606.ENSP00000250448	0	0	0	0	0.043	0	0	0.641	0.641
BRCA1	KRAS	9606.ENSP00000418960	9606.ENSP00000256078	0	0	0	0	0	0	0	0.721	0.721
BRCA1	CDH1	9606.ENSP00000418960	9606.ENSP00000261769	0	0	0	0	0	0.218	0	0.602	0.676
BRCA1	KMT2C	9606.ENSP00000418960	9606.ENSP00000262189	0	0	0	0	0.060	0	0	0.507	0.516
BRCA1	CREBBP	9606.ENSP00000418960	9606.ENSP00000262367	0	0	0	0	0.061	0.833	0	0.814	0.968
BRCA1	EP300	9606.ENSP00000418960	9606.ENSP00000263253	0	0	0	0	0.068	0.820	0	0.928	0.986
BRCA1	PIK3CA	9606.ENSP00000418960	9606.ENSP00000263967	0	0	0	0	0	0	0	0.728	0.728
BRCA1	DNMT3A	9606.ENSP00000418960	9606.ENSP00000264709	0	0	0	0	0	0	0	0.453	0.453
BRCA1	ERBB3	9606.ENSP00000418960	9606.ENSP00000267101	0	0	0	0	0	0	0	0.509	0.509
BRCA1	RB1	9606.ENSP00000418960	9606.ENSP00000267163	0	0	0	0	0.070	0.727	0	0.485	0.858
BRCA1	NCOR1	9606.ENSP00000418960	9606.ENSP00000268712	0	0	0	0	0	0	0	0.594	0.594
BRCA1	TP53	9606.ENSP00000418960	9606.ENSP00000269305	0	0	0	0	0.067	0.895	0.500	0.999	0.999
BRCA1	ERBB2	9606.ENSP00000418960	9606.ENSP00000269571	0	0	0	0	0	0	0	0.918	0.918
BRCA1	EGFR	9606.ENSP00000418960	9606.ENSP00000275493	0	0	0	0	0	0.103	0	0.786	0.800
BRCA1	RUNX1	9606.ENSP00000418960	9606.ENSP00000300305	0	0	0	0	0	0.237	0	0.410	0.530
BRCA1	PPM1D	9606.ENSP00000418960	9606.ENSP00000306682	0	0	0	0	0.072	0	0	0.450	0.467
BRCA1	ZMYM3	9606.ENSP00000418960	9606.ENSP00000322845	0	0	0	0	0	0.226	0	0.292	0.428
BRCA1	HSP90AA1	9606.ENSP00000418960	9606.ENSP00000335153	0	0	0	0	0.056	0.292	0	0.660	0.752
BRCA1	MEN1	9606.ENSP00000418960	9606.ENSP00000337088	0	0	0	0	0.049	0	0	0.478	0.482
BRCA1	SMAD4	9606.ENSP00000418960	9606.ENSP00000341551	0	0	0	0	0	0	0	0.596	0.596
BRCA1	ERBB4	9606.ENSP00000418960	9606.ENSP00000342235	0	0	0	0	0	0	0	0.436	0.436
BRCA1	NF1	9606.ENSP00000418960	9606.ENSP00000351015	0	0	0	0	0.074	0.095	0	0.864	0.876
BRCA1	CASP8	9606.ENSP00000418960	9606.ENSP00000351273	0	0	0	0	0	0	0	0.468	0.468
BRCA1	MTOR	9606.ENSP00000418960	9606.ENSP00000354558	0	0	0	0	0.060	0	0	0.487	0.497
BRCA1	FUBP1	9606.ENSP00000418960	9606.ENSP00000359804	0	0	0	0	0.067	0.439	0	0.183	0.535
BRCA1	PTEN	9606.ENSP00000418960	9606.ENSP00000361021	0	0	0	0	0.067	0	0	0.816	0.821
BRCA1	GATA3	9606.ENSP00000418960	9606.ENSP00000368632	0	0	0	0	0.042	0.292	0	0.689	0.770
BRCA1	BRCA2	9606.ENSP00000418960	9606.ENSP00000369497	0	0	0	0	0.383	0.896	0.900	0.999	0.999
BRCA1	JAK2	9606.ENSP00000418960	9606.ENSP00000371067	0	0	0	0	0	0.292	0	0.419	0.571
BRCA1	CHEK2	9606.ENSP00000418960	9606.ENSP00000372023	0	0	0	0	0.218	0.842	0.500	0.997	0.999
BRCA1	NUMA1	9606.ENSP00000418960	9606.ENSP00000377298	0	0	0	0	0	0.164	0	0.312	0.400
BRCA1	MAP3K1	9606.ENSP00000418960	9606.ENSP00000382423	0	0	0	0	0	0	0	0.770	0.770
BRCA1	ESR1	9606.ENSP00000418960	9606.ENSP00000405330	0	0	0	0	0	0.904	0	0.995	0.999
BRCA1	HRAS	9606.ENSP00000418960	9606.ENSP00000407586	0	0	0	0	0	0	0	0.528	0.528
BRCA1	FGFR2	9606.ENSP00000418960	9606.ENSP00000410294	0	0	0	0	0	0	0	0.575	0.575
BRCA1	CDKN2A	9606.ENSP00000418960	9606.ENSP00000418915	0	0	0	0	0.045	0.309	0	0.766	0.832
BRCA1	NTRK1	9606.ENSP00000418960	9606.ENSP00000431418	0	0	0	0	0	0	0	0.415	0.415
BRCA1	CTCF	9606.ENSP00000418960	9606.ENSP00000494538	0	0	0	0	0.049	0.047	0	0.435	0.443
BRCA1	FBXW7	9606.ENSP00000418960	9606.ENSP00000474725	0	0	0	0	0	0	0	0.484	0.484
BRCA1	JAK1	9606.ENSP00000418960	9606.ENSP00000499900	0	0	0	0	0	0.292	0	0.318	0.496
BRCA1	NOTCH1	9606.ENSP00000418960	9606.ENSP00000498587	0	0	0	0	0.042	0	0	0.698	0.698
BRCA1	PIK3R1	9606.ENSP00000418960	9606.ENSP00000428056	0	0	0	0	0	0.362	0	0.649	0.766
BRCA1	POLD1	9606.ENSP00000418960	9606.ENSP00000472445	0	0	0	0	0.189	0.421	0.540	0.743	0.937
BRCA2	CDKN1B	9606.ENSP00000369497	9606.ENSP00000228872	0	0	0	0	0	0	0	0.422	0.422
BRCA2	FOXA1	9606.ENSP00000369497	9606.ENSP00000250448	0	0	0	0	0	0	0	0.437	0.437
BRCA2	KRAS	9606.ENSP00000369497	9606.ENSP00000256078	0	0	0	0	0.044	0	0	0.720	0.721
BRCA2	CDH1	9606.ENSP00000369497	9606.ENSP00000261769	0	0	0	0	0	0	0	0.479	0.479
BRCA2	KMT2C	9606.ENSP00000369497	9606.ENSP00000262189	0	0	0	0	0.067	0	0	0.570	0.582
BRCA2	PIK3CA	9606.ENSP00000369497	9606.ENSP00000263967	0	0	0	0	0.047	0	0	0.811	0.812
BRCA2	ERBB3	9606.ENSP00000369497	9606.ENSP00000267101	0	0	0	0	0	0	0	0.495	0.495
BRCA2	TP53	9606.ENSP00000369497	9606.ENSP00000269305	0	0	0	0	0.066	0.828	0	0.974	0.995
BRCA2	ERBB2	9606.ENSP00000369497	9606.ENSP00000269571	0	0	0	0	0	0	0	0.873	0.873
BRCA2	EGFR	9606.ENSP00000369497	9606.ENSP00000275493	0	0	0	0	0	0	0	0.678	0.678
BRCA2	CSMD3	9606.ENSP00000369497	9606.ENSP00000297405	0	0	0	0	0	0	0	0.403	0.403
BRCA2	KMT2D	9606.ENSP00000369497	9606.ENSP00000301067	0	0	0	0	0.066	0	0	0.435	0.450
BRCA2	PPM1D	9606.ENSP00000369497	9606.ENSP00000306682	0	0	0	0	0.049	0	0	0.400	0.405
